Recency,Frequency,MonetaryTotal,MonetaryAvg,MonetaryStd,MonetaryMin,TotalQuantity,AvgQtyPerTrans,MinQuantity,MaxQuantity,CustomerTenure,FirstPurchase,PreferredDay,PreferredHour,PreferredMonth,WeekendRatio,AvgDaysBetween,UniqueDesc,AvgProdPerTrans,UniqueCountries,NegQtyCount,ZeroPriceCount,CancelledTrans,ReturnRatio,TotalTrans,AvgLinesPerInv,Age,SupportTickets,Satisfaction,Churn,RFMSegment,AgeCategory,PreferredTime,LoyaltyLevel,ChurnRisk,BasketSize,RegYear,RegMonth,RegDay,RegWeekday,IP_IsPrivate,IP_FirstOctet,MonetaryPerDay,AvgBasketValue,TenureRatio,FrequencyRatio,Country_TargetEnc,CustomerType_Hyperactif,CustomerType_Nouveau,CustomerType_Occasionnel,CustomerType_Perdu,CustomerType_Régulier,FavoriteSeason_Automne,FavoriteSeason_Hiver,FavoriteSeason_Printemps,FavoriteSeason_Été,Region_Asie,Region_Autre,Region_Europe_C,Region_Europe_E,Region_Europe_N,Region_Europe_S,Region_UK,WeekendPref_Inconnu,WeekendPref_Semaine,WeekendPref_Weekend,ProdDiversity_Explorateur,ProdDiversity_Modéré,ProdDiversity_Spécialisé,Gender_F,Gender_Unknown,AccountStatus_Active,AccountStatus_Closed,AccountStatus_Pending,AccountStatus_Suspended
176,28,10839.51,243.75,35.42,2246.87,448,17.78,-4099,7150,506,84,5,19,12,0.86,168.0,933,33.4,2,85,16,32,0.314,858,30.05,49.40841787345389,14.0,5.0,0,2,-1,4,3,2,2,2017,8,8,3,0,67,61.24016949152543,387.1253571428571,0.34714003944773175,0.055226824457593686,0.18386491557223264,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
327,10,2965.9,318.19,73.85,670.57,210,21.9,-803,2858,121,93,2,7,12,0.133,173.5,7,1.13,1,18,10,48,0.871,6931,100.0,53.33116243777563,11.0,2.0,1,0,3,1,2,2,1,2017,8,8,3,0,134,9.042378048780488,296.59000000000003,2.680327868852459,0.08196721311475409,0.29411764705882354,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
272,27,5747.17,263.41,37.22,1618.6,216,9.56,-2793,5386,393,154,5,11,10,0.29,216.0,515,18.91,4,30,42,37,0.563,6405,100.0,49.40841787345389,5.0,4.0,0,2,-1,4,3,1,1,2017,8,8,3,1,192,21.051904761904762,212.85814814814816,0.6903553299492385,0.06852791878172589,0.18386491557223264,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
263,7,723.62,198.35,5.13,385.19,91,12.51,-1112,6508,167,65,1,11,12,0.346,144.9,73,8.9,3,41,37,11,0.31,8716,100.0,38.15524192814589,3.0,2.0,1,1,2,1,2,1,0,2017,8,8,3,1,192,2.7409848484848487,103.37428571428572,1.5654761904761905,0.041666666666666664,0.18386491557223264,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
27,34,710.03,161.79,64.62,304.25,510,13.28,-5147,348,268,150,1,18,6,0.105,62.5,900,26.65,1,59,31,50,0.455,4945,100.0,49.40841787345389,3.0,4.0,0,2,-1,4,3,2,0,2017,8,8,3,1,192,25.358214285714286,20.883235294117647,0.10037174721189591,0.12639405204460966,0.14814814814814814,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
166,16,400.82,108.69,25.28,171.47,368,23.76,-1126,2661,682,550,2,13,11,0.611,94.6,838,49.58,5,88,4,23,0.867,2059,100.0,74.75560176018567,3.0,4.0,1,1,5,1,3,2,1,2013,4,5,4,0,189,2.400119760479042,25.05125,0.2430453879941435,0.02342606149341142,0.18386491557223264,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
143,19,3717.28,194.56,36.74,1352.34,475,26.38,-2595,813,54,37,1,16,6,0.211,23.3,368,19.44,1,29,17,13,0.409,9311,100.0,42.45005712772969,8.0,3.0,1,0,2,1,1,2,2,2017,8,8,3,1,192,25.814444444444447,195.6463157894737,2.6,0.34545454545454546,0.1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
228,18,3759.45,135.39,50.39,1357.06,234,16.86,-5827,7351,487,360,2,19,4,0.907,20.5,250,12.83,5,47,45,41,0.427,6202,100.0,49.40841787345389,11.0,5.0,1,0,-1,2,3,3,1,2017,8,8,3,0,55,16.416812227074235,208.85833333333332,0.4672131147540984,0.036885245901639344,0.09090909090909091,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
214,40,13522.52,346.47,31.76,4291.78,840,18.52,-3256,533,434,419,2,9,11,0.138,316.6,535,13.81,5,72,36,6,0.338,8304,100.0,71.73282294762424,8.0,3.0,0,2,5,4,3,0,-1,2013,10,1,1,1,192,62.89544186046512,338.063,0.49195402298850577,0.09195402298850575,0.18386491557223264,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
86,16,10048.53,500.0,71.46,2026.98,272,17.29,-7388,4033,86,13,5,7,1,0.727,45.8,525,33.13,5,29,47,19,0.26,6568,100.0,32.5970649335286,2.0,4.0,0,3,1,3,1,2,0,2017,8,8,3,1,10,115.50034482758622,628.033125,0.9885057471264368,0.1839080459770115,0.18386491557223264,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
48,3,11703.64,500.0,71.03,3143.5,87,30.3,-5681,6441,630,372,5,14,7,0.657,25.2,628,100.0,5,40,45,28,0.472,8086,100.0,56.06978087374413,14.0,4.0,0,3,4,4,3,1,1,2017,8,8,3,0,88,238.84979591836733,3901.213333333333,0.07606973058637084,0.004754358161648178,0.29411764705882354,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0
26,46,2780.57,60.68,71.4,714.15,1150,26.41,-6117,1604,53,30,2,18,4,0.469,301.6,66,2.06,4,31,49,43,0.737,3338,65.43,44.060619518433526,2.0,3.0,0,0,2,3,1,1,2,2012,9,9,6,1,192,102.98407407407409,60.44717391304348,0.48148148148148145,0.8518518518518519,0.18386491557223264,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
189,3,123.28,126.25,88.6,183.93,36,9.74,-7157,3813,22,14,5,3,12,0.516,348.0,544,100.0,5,58,1,46,0.368,935,100.0,49.40841787345389,10.0,5.0,0,2,-1,1,0,1,0,2017,8,8,3,1,10,0.6488421052631579,41.093333333333334,8.217391304347826,0.13043478260869565,0.29411764705882354,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
266,18,2116.18,272.16,47.67,552.11,414,24.46,-7157,6893,424,50,0,14,9,0.16,75.1,544,28.29,5,47,38,6,0.227,9395,100.0,61.26339528105597,6.0,4.0,0,3,4,0,3,0,0,2017,8,8,3,1,192,7.925767790262172,117.56555555555555,0.6258823529411764,0.042352941176470586,0.18386491557223264,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
66,10,1927.53,249.93,27.23,538.18,190,16.14,-782,2559,254,146,5,4,4,0.029,276.4,956,94.97,5,78,26,4,0.66,4653,100.0,73.9199127676002,2.0,4.0,1,0,5,2,3,1,0,2017,8,8,3,1,192,28.76910447761194,192.753,0.25882352941176473,0.0392156862745098,0.18386491557223264,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
214,14,1850.52,126.17,21.02,141.93,28,1.0,-3912,1972,131,29,5,14,11,0.943,59.3,907,63.17,3,99,7,35,0.809,7031,100.0,59.60386615683561,15.0,4.0,1,2,4,2,2,0,0,2017,8,8,3,0,86,8.60706976744186,132.18,1.621212121212121,0.10606060606060606,0.18386491557223264,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
202,19,1122.09,110.83,18.25,291.62,513,29.76,-824,3184,11,11,4,22,9,0.036,248.5,325,17.6,2,98,42,32,0.022,2630,95.68,53.40876567465334,14.0,4.0,1,0,3,2,0,3,1,2010,11,7,6,0,214,5.527536945812807,59.05736842105263,16.833333333333332,1.5833333333333333,0.18386491557223264,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
143,26,14431.92,464.29,6.03,2054.64,390,13.24,-6052,5766,410,63,6,0,1,0.576,248.1,908,34.45,1,64,27,12,0.632,459,9.51,49.40841787345389,9.0,4.0,0,3,-1,3,3,1,0,2017,8,8,3,0,54,100.22166666666666,555.0738461538461,0.34793187347931875,0.06326034063260341,0.18386491557223264,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0
96,49,7351.95,198.51,18.3,1609.36,686,16.04,-2510,7193,13,11,1,18,10,0.813,156.7,697,13.96,1,20,27,31,0.901,41,1.0,56.57855186862517,3.0,3.0,0,3,4,1,0,1,2,2017,8,8,3,0,72,75.79329896907217,150.03979591836733,6.857142857142857,3.5,0.125,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
21,12,5597.31,342.96,65.68,815.71,312,26.45,-1166,3137,15,7,4,12,4,0.005,321.9,65,5.68,2,35,48,36,0.088,8389,100.0,67.58642877829608,7.0,3.0,0,2,5,3,0,2,-1,2017,8,8,3,1,10,254.42318181818183,466.44250000000005,1.3125,0.75,0.18386491557223264,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
205,45,14659.52,343.85,45.28,3032.3,405,11.14,-7788,2788,92,41,4,16,2,0.382,44.2,463,9.08,4,66,4,36,0.899,1472,29.46,45.17096053996802,4.0,5.0,0,0,3,0,2,2,1,2017,8,8,3,0,222,71.16271844660194,325.76711111111115,2.204301075268817,0.4838709677419355,0.18386491557223264,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
283,1,3306.31,500.0,71.05,390.6,17,16.09,-7344,254,395,223,6,18,11,0.305,173.9,272,100.0,5,78,29,26,0.118,5604,100.0,58.22650566301765,3.0,5.0,1,1,4,2,3,2,1,2017,8,8,3,1,192,11.64193661971831,3306.31,0.7146464646464646,0.0025252525252525255,0.18386491557223264,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
322,9,-2126.24,5.0,8.0,-388.25,18,1.17,-4256,5354,436,49,6,12,6,0.208,219.6,157,16.87,3,87,42,49,0.997,4932,100.0,49.40841787345389,4.0,3.0,1,3,-1,3,3,2,2,2019,8,10,5,1,10,-6.5827863777089775,-236.24888888888887,0.7368421052631579,0.020594965675057208,0.14814814814814814,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0
37,12,11260.28,500.0,34.81,1190.53,348,30.02,-2079,2979,270,46,2,5,11,0.165,277.1,557,45.74,1,15,26,1,0.512,8751,100.0,49.40841787345389,8.0,3.0,0,0,-1,0,3,0,0,2017,8,8,3,0,78,296.3231578947369,938.3566666666667,0.13653136531365315,0.04428044280442804,0.29411764705882354,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0
350,5,1380.07,257.56,135.56,440.1,25,7.6,-6887,7427,0,0,4,21,9,0.377,52.1,485,98.67,2,57,26,46,0.73,7415,100.0,53.3803982414151,2.0,2.0,1,0,3,4,0,3,2,2017,8,8,3,1,192,3.9318233618233616,276.014,350.0,5.0,0.18386491557223264,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0
178,38,12526.61,298.17,90.78,3625.94,646,19.27,-1355,2156,351,61,2,7,2,0.144,195.2,305,9.03,5,6,24,12,0.063,7965,100.0,22.09532536782267,8.0,3.0,0,0,0,0,3,1,2,2017,8,8,3,1,192,69.98106145251397,329.64763157894737,0.5056818181818182,0.10795454545454546,0.18386491557223264,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
150,27,4412.21,190.14,121.03,696.96,378,12.68,-7087,5928,600,236,5,3,12,0.195,166.1,129,3.58,1,79,26,37,0.102,4888,100.0,55.62007961021735,8.0,4.0,0,3,4,0,3,0,1,2021,6,8,1,0,205,29.219933774834438,163.41518518518518,0.24958402662229617,0.04492512479201331,0.18386491557223264,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
142,15,4783.39,201.22,106.42,302.33,285,23.02,-479,64,75,45,1,20,11,0.547,152.0,846,57.43,1,27,11,29,0.963,2133,100.0,70.87356685837165,7.0,1.0,1,3,5,1,1,2,1,2017,8,8,3,1,10,33.450279720279724,318.8926666666667,1.868421052631579,0.19736842105263158,0.043478260869565216,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
152,17,1555.31,203.66,47.68,359.4,51,1.0,-6363,4312,699,318,5,12,2,0.24,131.2,90,5.36,1,49,3,45,0.989,1594,60.13,27.8061676351932,13.0,3.0,0,3,1,3,3,0,0,2017,8,8,3,1,10,10.165424836601307,91.48882352941176,0.21714285714285714,0.024285714285714285,0.18386491557223264,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
96,42,2594.56,115.35,57.6,787.94,1008,23.53,-6376,2647,133,46,3,23,1,0.077,363.9,810,18.68,5,11,33,5,0.277,4891,100.0,49.40841787345389,5.0,5.0,0,2,-1,3,2,1,0,2017,8,8,3,0,118,26.7480412371134,61.775238095238095,0.7164179104477612,0.31343283582089554,0.18386491557223264,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
143,48,10978.27,135.36,53.04,884.78,528,13.22,-909,90,702,385,4,16,9,0.865,62.1,899,19.44,4,24,49,2,0.342,330,3.26,49.40841787345389,14.0,2.0,0,0,-1,2,3,1,1,2017,8,8,3,1,10,76.23798611111111,228.71395833333335,0.2034139402560455,0.06827880512091039,0.18386491557223264,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
234,31,4409.79,142.06,33.14,965.52,186,6.81,-1934,6597,222,178,6,23,1,0.433,274.8,866,27.47,2,29,23,50,0.01,9387,100.0,35.083137275085974,4.0,5.0,0,2,2,0,3,2,0,2017,8,8,3,1,10,18.765063829787234,142.25129032258064,1.0493273542600896,0.13901345291479822,0.18386491557223264,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
138,47,6683.98,165.98,97.93,1955.66,564,15.12,-7775,546,121,95,4,13,2,0.83,137.6,777,16.95,2,71,35,29,0.956,7881,100.0,25.92891641541553,10.0,4.0,0,2,1,0,2,0,1,2017,8,8,3,0,191,48.08618705035971,142.2123404255319,1.1311475409836065,0.38524590163934425,0.18386491557223264,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
267,17,10385.79,500.0,82.95,2998.67,51,2.81,-3269,5365,520,1,4,1,5,0.052,236.9,402,24.04,1,10,16,18,0.918,6634,100.0,19.56571730604347,10.0,3.0,0,1,0,0,3,0,2,2017,8,8,3,0,164,38.75294776119404,610.9288235294118,0.5124760076775432,0.03262955854126679,0.20833333333333334,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
70,12,364.78,84.75,87.35,57.78,24,3.77,-3855,6580,307,292,2,21,12,0.637,360.7,687,56.73,4,59,31,49,0.116,7043,100.0,71.26423687173391,11.0,4.0,1,0,5,4,3,2,-1,2017,8,8,3,1,192,5.137746478873239,30.39833333333333,0.22727272727272727,0.03896103896103896,0.11764705882352941,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
39,6,432.15,171.57,13.4,22.72,108,15.89,-3345,7886,472,164,5,15,7,0.819,174.4,145,25.23,4,41,43,15,0.365,1201,100.0,43.82658741383588,14.0,3.0,1,0,2,0,3,1,1,2017,8,8,3,1,10,10.803749999999999,72.02499999999999,0.0824524312896406,0.012684989429175475,0.13333333333333333,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
148,16,968.86,121.6,27.88,-95.17,80,3.16,-2580,5912,723,440,0,19,9,0.696,300.9,284,17.77,5,99,44,3,0.967,390,21.37,49.40841787345389,5.0,4.0,0,0,-1,0,3,0,0,2017,8,8,3,1,192,6.50241610738255,60.55375,0.20441988950276244,0.022099447513812154,0.043478260869565216,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
34,21,8624.62,365.68,57.75,1211.93,441,19.96,-5874,6654,78,21,2,11,1,0.843,27.7,250,11.69,2,99,11,44,0.126,2009,90.37,58.0207760614489,3.0,2.0,0,1,4,4,1,3,-1,2017,8,8,3,1,192,246.4177142857143,410.6961904761905,0.43037974683544306,0.26582278481012656,0.08695652173913043,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0
62,13,-446.66,43.08,14.09,-78.76,39,1.0,-127,7038,127,97,5,9,8,0.112,202.4,786,60.4,1,54,5,8,0.874,8775,100.0,74.78286778192174,3.0,4.0,0,1,5,2,2,0,1,2017,8,8,3,0,141,-7.08984126984127,-34.35846153846154,0.484375,0.1015625,0.18386491557223264,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
113,25,5659.54,177.97,49.32,676.8,475,16.84,-2026,5798,675,63,2,3,12,0.171,139.5,724,27.92,1,35,31,7,0.202,8019,100.0,49.40841787345389,8.0,4.0,0,0,-1,1,3,0,0,2017,8,8,3,0,206,49.645087719298246,226.3816,0.16715976331360946,0.03698224852071006,0.18386491557223264,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
124,41,2953.08,66.36,10.17,882.71,205,4.61,-6420,1889,409,218,2,4,1,0.159,255.2,767,19.05,4,48,1,48,0.068,3678,81.27,70.24668186273871,7.0,1.0,0,2,5,2,3,0,-1,2017,8,8,3,1,192,23.62464,72.02634146341464,0.3024390243902439,0.1,0.18386491557223264,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0
147,33,1125.49,33.28,12.02,366.02,825,25.26,-7163,5301,680,592,1,16,9,0.635,13.5,113,3.71,3,45,15,25,0.142,342,5.93,71.0875769360315,9.0,5.0,0,2,5,3,3,0,2,2017,8,8,3,1,10,7.604662162162162,34.10575757575758,0.21585903083700442,0.048458149779735685,0.25,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
193,42,14102.69,342.12,98.03,1146.18,966,23.14,-7130,4536,522,444,1,19,10,0.997,163.4,393,7.75,5,93,44,8,0.71,3276,75.62,65.27238211021212,4.0,1.0,0,1,5,0,3,2,1,2017,8,8,3,0,13,72.69427835051546,335.77833333333336,0.3690248565965583,0.08030592734225621,0.19736842105263158,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0
104,34,-795.53,75.4,124.33,-74.29,68,3.47,-4127,3089,62,59,3,7,2,0.415,180.5,181,4.55,4,69,26,11,0.137,2626,73.53,35.32731077664331,5.0,5.0,0,2,2,4,1,3,0,2017,8,8,3,1,192,-7.57647619047619,-23.39794117647059,1.6507936507936507,0.5396825396825397,0.08695652173913043,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0
344,1,355.41,370.55,78.39,-59.16,15,14.7,-6022,4577,410,305,4,17,3,0.914,308.3,304,100.0,5,34,3,27,0.004,6877,100.0,49.40841787345389,14.0,3.0,1,0,-1,3,3,3,1,2017,8,8,3,0,152,1.0301739130434784,355.41,0.8369829683698297,0.0024330900243309003,0.3333333333333333,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
254,47,4040.74,80.01,31.46,1183.81,1175,22.16,-3271,6380,38,35,3,21,10,0.892,140.4,354,7.04,4,93,27,4,0.776,9545,100.0,27.16129130048794,8.0,5.0,0,1,1,2,1,2,2,2013,12,11,2,1,10,15.846039215686273,85.9731914893617,6.512820512820513,1.205128205128205,0.08695652173913043,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
242,13,3712.43,278.48,46.55,996.63,286,21.21,-659,7404,628,362,0,20,4,0.812,117.0,333,24.81,4,13,15,48,0.656,2282,100.0,49.40841787345389,11.0,5.0,0,2,-1,3,3,0,0,2017,8,8,3,0,196,15.277489711934155,285.57153846153847,0.3847376788553259,0.02066772655007949,0.18386491557223264,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
31,16,2447.34,216.58,65.21,890.24,224,15.3,-1410,4751,138,15,1,7,3,0.48,142.0,486,30.88,4,36,22,44,0.878,5405,100.0,59.477971511839286,3.0,3.0,0,3,4,1,2,0,1,2017,8,8,3,0,179,76.479375,152.95875,0.22302158273381295,0.11510791366906475,0.18386491557223264,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
106,9,2987.31,303.88,72.3,861.51,99,11.43,-6378,6499,414,311,2,7,2,0.318,159.8,733,82.62,3,91,46,15,0.578,3259,100.0,18.35448571736127,1.0,3.0,0,2,0,0,3,0,0,2017,8,8,3,1,10,27.91878504672897,331.92333333333335,0.25542168674698795,0.021686746987951807,0.18386491557223264,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
96,5,7759.39,500.0,50.1,1995.37,70,11.34,-4338,7182,586,118,1,14,5,0.056,92.9,272,53.21,2,39,44,18,0.046,9053,100.0,49.40841787345389,5.0,5.0,0,3,-1,4,3,3,2,2017,8,8,3,0,37,79.99371134020619,1551.8780000000002,0.1635434412265758,0.008517887563884156,0.18386491557223264,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
89,13,1005.24,115.84,74.75,-184.29,156,9.78,-2239,1725,620,51,1,7,2,0.479,16.5,14,1.0,1,51,9,22,0.022,9362,100.0,18.91688916762532,8.0,4.0,1,1,0,2,3,2,0,2017,8,8,3,1,192,11.169333333333334,77.32615384615384,0.143317230273752,0.020933977455716585,0.18386491557223264,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
131,7,-4073.45,5.0,55.69,-1298.67,49,6.11,-1051,4033,647,215,5,9,2,0.874,361.5,566,79.84,5,40,17,7,0.785,2416,100.0,56.5741249828352,5.0,1.0,1,1,4,0,3,3,-1,2017,8,8,3,0,84,-30.859469696969697,-581.9214285714286,0.2021604938271605,0.010802469135802469,0.18386491557223264,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
275,15,11208.92,500.0,23.14,2173.78,360,25.45,-3048,7086,82,62,0,16,8,0.481,279.4,595,41.13,4,4,34,37,0.89,853,44.94,45.72069294606892,6.0,4.0,0,1,3,3,1,0,0,2017,8,8,3,1,192,40.612028985507244,747.2613333333334,3.3132530120481927,0.18072289156626506,0.18386491557223264,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0
104,40,3775.12,99.05,63.71,365.58,1080,26.25,-2901,7694,479,404,6,13,2,0.002,359.7,345,10.58,1,20,3,17,0.8,2268,56.72,31.13328873541797,13.0,3.0,0,3,1,1,3,1,0,2017,8,8,3,1,10,35.95352380952381,94.378,0.21666666666666667,0.08333333333333333,0.18386491557223264,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
39,16,13571.35,500.0,84.92,4629.56,112,8.06,-4089,5478,217,82,0,15,8,0.795,241.9,627,38.51,4,54,20,25,0.374,5932,100.0,65.5166821654548,11.0,3.0,0,2,5,3,3,3,1,2017,8,8,3,1,10,339.28375,848.209375,0.17889908256880735,0.07339449541284404,0.18386491557223264,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
332,13,1688.73,156.22,61.21,142.31,260,21.84,-4357,4845,170,159,4,19,8,0.129,322.3,458,32.42,2,48,25,42,0.662,2935,100.0,80.91294459204553,10.0,4.0,1,3,5,1,2,3,1,2017,8,8,3,0,204,5.071261261261261,129.9023076923077,1.9415204678362572,0.07602339181286549,0.18386491557223264,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
55,15,1713.02,205.81,24.1,239.06,165,12.13,-5366,4773,545,435,5,1,1,0.165,164.4,273,16.91,2,60,15,25,0.078,4853,100.0,49.40841787345389,4.0,4.0,0,1,-1,1,3,3,0,2017,8,8,3,0,203,30.589642857142856,114.20133333333334,0.10073260073260074,0.027472527472527472,0.18386491557223264,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
269,8,12598.38,500.0,53.67,4129.84,152,19.82,-7460,7756,558,337,1,19,5,0.234,127.4,1000,100.0,2,5,35,40,0.718,643,44.87,68.8791163388386,8.0,4.0,0,2,5,2,3,0,2,2017,8,8,3,0,62,46.660666666666664,1574.7975,0.481216457960644,0.014311270125223614,0.08695652173913043,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
163,7,10558.21,500.0,30.8,2153.82,98,10.31,-3845,7541,271,266,0,5,11,0.194,362.7,33,4.7,4,50,18,14,0.25,4605,100.0,75.50702589427055,10.0,4.0,0,2,5,4,3,1,0,2017,8,8,3,1,10,64.37932926829268,1508.3157142857142,0.5992647058823529,0.025735294117647058,0.18386491557223264,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
203,35,5968.21,156.44,19.7,535.96,595,14.9,-2812,1251,162,74,3,19,9,0.717,61.9,574,16.27,1,60,20,13,0.934,1142,35.26,45.80589499064818,7.0,4.0,0,2,3,1,2,0,0,2017,8,8,3,0,152,29.25593137254902,170.5202857142857,1.2453987730061349,0.2147239263803681,0.043478260869565216,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
33,25,12538.16,408.27,19.6,4062.05,475,19.69,-2204,5664,227,81,1,4,8,0.941,79.1,152,6.7,2,61,34,6,0.338,8348,100.0,58.21834349141007,8.0,5.0,0,1,4,3,3,0,1,2017,8,8,3,0,140,368.76941176470586,501.52639999999997,0.14473684210526316,0.10964912280701754,0.18386491557223264,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
